;Локальная тема;Описание
580;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;518к верно А вот у 1121 здесь тоже посадка до деревни Мотяково
581;Отсутствие/некорректная информация о маршруте на электронном информационном табло;"На табло №3472(4008) указана неверная конечная маршрута 412. Должно быть ""Улица Серёгина"" (видно на указателе сверху), а на экране написано ""Покровский берег"". Исправьте пожалуйста"
582;Отсутствие/некорректная информация о маршруте на электронном информационном табло;"На табло №3472(4008) указана неверная конечная маршрута 456к. Должно быть ""Улица Серёгина"" (видно на указателе сверху), а на экране написано ""8-й мкр. Митина"". Исправьте пожалуйста"
583;Отсутствие или повреждение урн;
584;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
585;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
586;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;трамвай А здесь больше не останавливается, теперь здесь ходит трамвай 38
587;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Указатель на Звенигород устарел и нечитаем.
588;Повреждение остановочных указателей маршрутов;Вывеска
589;Повреждение остановочного павильона;
590;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;На остановочном павильоне отсутствуют таблички с номерами маршрутов.
591;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Информация не соответствует фактическому интервалу движения маршрута Т24
592;Незаконные объявления, надписи, изображения на павильоне;
593;Неубранная остановка общественного транспорта;Переполненная урна 
594;Неисправное электронное информационное табло/пилон;Не работает цифровое табло. Остановка маршрута т27
595;Незаконные объявления, надписи, изображения на павильоне;
596;Отсутствие или повреждение урн;Повреждена урна.
597;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет таблички 981
598;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет таблички 981
599;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
600;Незаконные объявления, надписи, изображения на павильоне;
601;Незаконные объявления, надписи, изображения на павильоне;
602;Незаконные объявления, надписи, изображения на павильоне;
603;Незаконные объявления, надписи, изображения на павильоне;
604;Повреждение остановочного павильона;Добрый день! Около года назад остановку перенесли на место рядом с домом Петровско-Разумовский пр-д 25 корпус 1. Стоит только табличка. Остановки как таковой нет. Крыши нет, лавочки нет. Люди мокнут, бабушкам и дедушкам даже сесть негде. Площадка под нормальную, человеческую остановку есть, но почему-то ее никак не поставят. Разберитесь пожалуйста.
605;Незаконные объявления, надписи, изображения на павильоне;
606;Незаконные объявления, надписи, изображения на павильоне;
607;Незаконные объявления, надписи, изображения на павильоне;
608;Повреждение остановочного павильона;Здравствуйте, не работает зарядка для гаджетов
609;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет указателя. 
610;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;повреждён указатель с маршрутами. нет передней части.
611;Повреждение остановочного павильона;Нет стекла 
612;Повреждение остановочного павильона;Выпал уплотнительных элемент в креплении стекла на остановочном павильоне. В результате стекло сильно качается от ветра. Во избежании дальнейших повреждений и затрат бюджета г. Москвы прошу восстановить уплотняющий элемент. 
613;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;(В дополнение к сообщ. 27692105, 27692110) временный маршрут автобуса 035 был с 18 июля отменен, уберите его с верхнего указателя пожалуйста
614;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Вообще не возможно узнать когда и какой транспорт здесь ходит. 
615;Повреждение остановочного павильона;Выдраны кабели с зарядными usb устройствами. 
616;Повреждение остановочного павильона;Павильон проржавел
617;Неубранная остановка общественного транспорта;Добрый день! Это безобразие уже несколько дней, невозможно подойти к остановке. Кого то вырвало там несколько дней назад, до конца это так и не убрали 
618;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;В лайтбоксе нового остановочного павильона отсутствует остановочный указатель, как на остановке напротив.. Устраните замечание.
619;Повреждение остановочных указателей маршрутов;Остановочный указатель маршрутов установлен очень низко, из-за чего прохожие могут удариться об угол и повредить голову. Прошу переустановить данный остановочный указатель выше на стойке или на мачту городского освещения.
620;Повреждение остановочных указателей маршрутов;Бумажный остановочный указатель имеет повреждения от влаги, необходима замена.
621;Неубранная остановка общественного транспорта;
622;Отсутствие или повреждение урн;отсутствие урн!
623;Незаконные объявления, надписи, изображения на павильоне;
624;Незаконные объявления, надписи, изображения на павильоне;
625;Неисправное электронное информационное табло/пилон;"Новый красивый чёрный пилон в месте, где проходит 6 маршрутов, - просто выключен? Не включался?? Дверца снизу приоткрыта; нижняя часть изрисована. Прошу наладить"
626;Повреждение остановочного павильона;Нет правого стекла. 
627;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет указателя. 
628;Незаконные объявления, надписи, изображения на павильоне;
629;Повреждение остановочного павильона;От крыши павильона отклеились элементы потолка. 
630;Повреждение остановочного павильона;Отсутствует остекление у остановочного павильона. Просьба устранить проблему.
631;Незаконные объявления, надписи, изображения на павильоне;
632;Незаконные объявления, надписи, изображения на павильоне;
633;Повреждение остановочного павильона;Не работает освещение на остановке, а так же подсветка маршрута и розетки для зарядки 
634;Повреждение остановочного павильона;Весь павильон прогнил и нуждается в ремонте или замене на современный
635;Повреждение остановочного павильона;Не подключено к электричеству и не работает usb зарядка, если не в ту тему, укажите, куда отправлять
636;Отсутствие или повреждение урн;Урну в этом году не красили.Краска на ней облезла.
637;Отсутствие или повреждение урн;Урна без обода
638;Неисправное электронное информационное табло/пилон;сломана облицовка. поврежден дисплей. 
639;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
640;Неубранная остановка общественного транспорта;
641;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;На остановочном указателе нет информации об автобусе 243.
642;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
643;Повреждение остановочного павильона;
644;Незаконные объявления, надписи, изображения на павильоне;
645;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;143 маршрут здесь не ходит
646;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Маршрутных указателей нет
647;Незаконные объявления, надписи, изображения на павильоне;
648;Повреждение остановочных указателей маршрутов;
649;Повреждение остановочного павильона;Ржавая остановка, разваливается вся
650;Незаконные объявления, надписи, изображения на павильоне;
651;Повреждение остановочного павильона;Здравствуйте, поврежден остановочный павильон
652;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Неправильно указан конечный пункт автобуса т70.
653;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Здравствуйте. На крыше остановки исчезла информация.
654;Неубранная остановка общественного транспорта;Уже на протяжении недели валяется мусор. Хотелось бы,чтобы было убрано. 
655;Неубранная остановка общественного транспорта;Добрый день. Настоящим письмом выражаю свое уважение и спешу сообщить о скоплении мусора на остановке общественного транспорта. Прошу устранить. Заранее благодарю.
656;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Неправильная нумерация части маршрутов на остановочном указателе. Правильные номера - т6, т43, т65, т70.
657;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;На дальнем указателе(фото 3) написана неверная информация о маршрутах. Добавлю также, что уникальные маршруты на этом указателе только 965 и 981, остальные есть на указателе (фото1). Поэтому снимите неактуальный указатель и перенесите 965 и 981 на общий указатель
658;Незаконные объявления, надписи, изображения на павильоне;
659;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Неправильная нумерация маршрутов на остановочных указателях. Правильные номера - т43 и т70.
660;Незаконные объявления, надписи, изображения на павильоне;
661;Повреждение остановочного павильона;Не застеклён павильон остановки в направлении от метро Теплый Стан.
662;Неубранная остановка общественного транспорта;
663;Неубранная остановка общественного транспорта;
664;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Неправильно указан номер маршрута. Правильный номер - т70.
665;Незаконные объявления, надписи, изображения на павильоне;
666;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует указатель транспорта 
667;Незаконные объявления, надписи, изображения на павильоне;
668;Повреждение остановочного павильона;Треснуло стекло. Вообще, повсеместно треснувшие стекла у таких остановок в нашем районе. То ли работники криворукие , то ли проектировщики
669;Неубранная остановка общественного транспорта;Конечная автобусов. Очень грязно
670;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Неправильная нумерация маршрутов на остановочном указателе. Правильные номера - т6, т43, т70 и т82.
671;Повреждение остановочного павильона;Не работает зарядка усб(ее нет)
672;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Здравствуйте, отсутствует маршрутный указатель
673;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;На остановочном указателе нет информации об автобусе 243.
674;Незаконные объявления, надписи, изображения на павильоне;
675;Незаконные объявления, надписи, изображения на павильоне;
676;Незаконные объявления, надписи, изображения на павильоне;
677;Неубранная остановка общественного транспорта;"Требую очисть от мусора остановку общественного транспорта ""Метро Кузьминки"" на площади Славы! См. Фотофиксацию. О"
678;Повреждение остановочных указателей маршрутов;
679;Незаконные объявления, надписи, изображения на павильоне;
680;Незаконные объявления, надписи, изображения на павильоне;
681;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Добрый день! Указателя маршрута С15 на остановке нет!
682;Неубранная остановка общественного транспорта;"Требую очистить от мусора урны и территорию у остановки общественного транспорта ""Жигулёвская улица"" (у д.14)! См. Фотофиксацию. О"
683;Отсутствие или повреждение урн;Сгнившая урна без дна!
684;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет указателя
685;Отсутствие или повреждение урн;
686;Незаконные объявления, надписи, изображения на павильоне;
687;Незаконные объявления, надписи, изображения на павильоне;
688;Неисправное электронное информационное табло/пилон;С одной стороны пилона №3353(1620) не работает верхняя часть табло. С другой стороны табло исправно. Исправьте пожалуйста
689;Незаконные объявления, надписи, изображения на павильоне;
690;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
691;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет указателя
692;Повреждение остановочных указателей маршрутов;Удалите вандальную надпись!
693;Отсутствие или повреждение урн;Нет урны. 
694;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
695;Неисправное электронное информационное табло/пилон;
696;Отсутствие или повреждение урн;Здравствуйте!Прошу покрасить урны для мусора.Спасибо.
697;Отсутствие или повреждение урн;На остановке только 1 урна!
698;Незаконные объявления, надписи, изображения на павильоне;
699;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
700;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
701;Незаконные объявления, надписи, изображения на павильоне;
702;Отсутствие или повреждение урн;Отсутствуют урны!
703;Отсутствие или повреждение урн;На остановочном пункте только 1 урна!
704;Повреждение остановочного павильона;В первом квартале года был обещан здесь павильон. Сейчас его снесли! Почему? Верните остановочный павильон 
705;Неубранная остановка общественного транспорта;Остановка общественного транспорта в районе дома 25 по Садово-Кудринской ул . ( ул.М.Бронная ) . Грязь , мусор , земля , впечатление что остановку ( территорию ) никогда не удирали , крайне неприятно находится на остановке общественного транспорта . 
706;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
707;Отсутствие или повреждение урн;Отсутствуют урны
708;Повреждение остановочного павильона;Нет остекления. 
709;Незаконные объявления, надписи, изображения на павильоне;
710;Неисправное электронное информационное табло/пилон;
711;Незаконные объявления, надписи, изображения на павильоне;
712;Неисправное электронное информационное табло/пилон;
713;Повреждение остановочных указателей маршрутов;
714;Неубранная остановка общественного транспорта;
715;Повреждение остановочных указателей маршрутов;Удалите вандальную надпись!
716;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Повреждение указателя маршрута.
717;Незаконные объявления, надписи, изображения на павильоне;
718;Повреждение остановочного павильона;Отсутствует элемент остекления, остановочного павильона.
719;Незаконные объявления, надписи, изображения на павильоне;
720;Незаконные объявления, надписи, изображения на павильоне;
721;Неисправное электронное информационное табло/пилон;Не работает пилон.
722;Отсутствие или повреждение урн;Прошу организовать ремонт (замену) урны.
723;Повреждение остановочного павильона;Сломана лавочка
724;Повреждение остановочного павильона;Здравствуйте! Остановку демонтировали почти год назад, новую так и не установили!
725;Повреждение остановочного павильона;
726;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
727;Незаконные объявления, надписи, изображения на павильоне;
728;Повреждение остановочного павильона;3 USB розетки повреждены и не работают вообще, одна не закреплена и болтается.
729;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
730;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет указателя 324 маршрута
731;Повреждение остановочного павильона;Сломана скамья.
732;Неубранная остановка общественного транспорта;Просьба отмыть урны и пространство вокруг них от грязи. 
733;Повреждение остановочного павильона;Не работает подсветка в вечернее время
734;Повреждение остановочного павильона;
735;Незаконные объявления, надписи, изображения на павильоне;
736;Неисправное электронное информационное табло/пилон;Нечитаемое табло
737;Неисправное электронное информационное табло/пилон;
738;Незаконные объявления, надписи, изображения на павильоне;
739;Отсутствие или повреждение урн;
740;Незаконные объявления, надписи, изображения на павильоне;
741;Неубранная остановка общественного транспорта;
742;Незаконные объявления, надписи, изображения на павильоне;
743;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует указатель маршрутов новой модели
744;Повреждение остановочных указателей маршрутов;Удалите вандальную надпись!
745;Незаконные объявления, надписи, изображения на павильоне;
746;Повреждение остановочного павильона;Не работает зарядка.
747;Незаконные объявления, надписи, изображения на павильоне;
748;Незаконные объявления, надписи, изображения на павильоне;
749;Повреждение остановочных указателей маршрутов;
750;Повреждение остановочного павильона;Сломан замок информационного табло
751;Незаконные объявления, надписи, изображения на павильоне;
752;Незаконные объявления, надписи, изображения на павильоне;
753;Неисправное электронное информационное табло/пилон;
754;Незаконные объявления, надписи, изображения на павильоне;
755;Незаконные объявления, надписи, изображения на павильоне;
756;Неисправное электронное информационное табло/пилон;
757;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;"С 08.08.2020 г. восстановлено движение трамваев NN 4, 13, 36 прежними трассами, однако на остановке ""Метро ""Преображенская площадь"" (из центра) отсутствует информационный указатель маршрутов, что вызывает справедливые нарекания пассажиров."
758;Повреждение остановочного павильона;
759;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;"С 08.08.2020 г. восстановлено движение трамваев NN 4, 13, 36 прежними трассами, однако на остановке ""Метро ""Преображенская площадь"" (в центр) отсутствует информационный указатель маршрутов, что вызывает справедливые нарекания пассажиров."
760;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;"С 08.08.2020 г. восстановлено движение трамваев NN 4, 13 и 36 прежними трассами, однако сведения об этом отсутствуют на информационном указателе остановки НГПТ ""Халтуринская ул."" (в сторону метро ""Бульвар Рокоссовского""), что вызывает справедливые нарекания пассажиров."
761;Повреждение остановочного павильона;Добрый день! Павильон остановки отсутствует очень долгое время. Помогите вернуть павильон, без него очень плохо
762;Неисправное электронное информационное табло/пилон;
763;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Здравствуйте! Прошу разместить корректный указатель м-тов н9, м9, т14, 33, 85 (обслуживаются непосредственно ГУП «Мосгортранс») на остановке «улица Кибальчича» (в сторону центра)
764;Незаконные объявления, надписи, изображения на павильоне;
765;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует указатель маршрутов автобуса, проходящих через данный остановочный пункт
766;Отсутствие или повреждение урн;Нет урны
767;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;"С 08.08.2020 г. восстановлено движение трамваев NN 4, 13 и 36 прежними трассами, однако сведения об этом отсутствуют на информационном указателе остановки НГПТ ""Халтуринская ул."" (в сторону метро ""Преображенская площадь""), что вызывает справедливые нарекания пассажиров."
768;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;"С 08.08.2020 г. восстановлено движение трамваев NN 4, 13, 36 прежними трассами, однако на остановке ""Бульвар Маршала Рокоссовского"" (в сторону Метрогородка) отсутствует информационный указатель маршрутов, что вызывает справедливые нарекания пассажиров."
769;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;"С 08.08.2020 г. восстановлено движение трамваев NN 4, 13, 36 прежними трассами, однако на остановке ""Просторная ул."" (в сторону метро ""Преображенская площадь"") отсутствует информационный указатель маршрутов."
770;Незаконные объявления, надписи, изображения на павильоне;
771;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;"С 08.08.2020 г. восстановлено движение трамваев NN 4, 13, 36 прежними трассами, однако на остановке ""Бульвар Маршала Рокоссовского"" (в сторону метро ""Преображенская площадь"") отсутствует информационный указатель маршрутов, что вызывает справедливые нарекания пассажиров."
772;Неубранная остановка общественного транспорта;Просьба отчистить поверхность площадки остановочного павильона от налёта грязи. Просьба приложить к ответу фото высохшей после промывки территории. 
773;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;"С 08.08.2020 г. восстановлено движение трамваев NN 4, 13, 36 прежними трассами, однако на остановке ""Метро ""Бульвар Рокоссовского"" (в сторону метро ""Преображенская площадь"") отсутствует информационный указатель маршрутов, что вызывает справедливые нарекания пассажиров."
774;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;"С 08.08.2020 г. восстановлено движение трамваев NN 4, 13 и 36 прежними трассами, однако сведения об этом отсутствуют на информационном указателе остановки НГПТ ""Черкизово"" (в сторону метро ""Бульвар Рокоссовского""), что вызывает справедливые нарекания пассажиров."
775;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;"С 08.08.2020 г. восстановлено движение трамваев NN 4, 13, 36 прежними трассами, однако на остановке ""Просторная ул."" (в сторону метро ""Бульвар Рокоссовского"") отсутствует информационный указатель маршрутов."
776;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;"С 08.08.2020 г. восстановлено движение трамваев NN 4, 13, 36 прежними трассами, однако на остановке ""Зельев переулок"" (в сторону метро ""Преображенская площадь"") отсутствует информационный указатель маршрутов, что вызывает справедливые нарекания пассажиров."
777;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;"С 08.08.2020 г. восстановлено движение трамваев NN 4, 13 и 36 прежними трассами, однако сведения об этом отсутствуют на информационном указателе остановки НГПТ ""Черкизово"" (в сторону метро ""Бульвар Рокоссовского""), что вызывает справедливые нарекания пассажиров."
778;Незаконные объявления, надписи, изображения на павильоне;
779;Повреждение остановочного павильона;Сломана скамья.
780;Отсутствие или повреждение урн;Крышка урны не закреплена.
781;Незаконные объявления, надписи, изображения на павильоне;
782;Повреждение остановочного павильона;Разбито стекло остановки. Необходимо исправить.
783;Незаконные объявления, надписи, изображения на павильоне;
784;Повреждение остановочных указателей маршрутов;Погнут остановочный указатель.
785;Неубранная остановка общественного транспорта;
786;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;отсутствуют информация о некоторых маршрутах
787;Повреждение остановочного павильона;Выбито стекло на остановке.
788;Отсутствие или повреждение урн;Отсутствуют урны!
789;Повреждение остановочного павильона;Отсутствуют USB разъемы
790;Отсутствие или повреждение урн;Отсутствуют урны!
791;Отсутствие или повреждение урн;Отсутствуют урны!
792;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Разбит остановочный указатель маршрутов 
793;Отсутствие или повреждение урн;На остановке отсутствуют урны.
794;Повреждение остановочного павильона;Не заряжает usb розетка. Её нет.
795;Неисправное электронное информационное табло/пилон;
796;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
797;Неисправное электронное информационное табло/пилон;
798;Неубранная остановка общественного транспорта;
799;Незаконные объявления, надписи, изображения на павильоне;
800;Неубранная остановка общественного транспорта;
801;Повреждение остановочных указателей маршрутов;
802;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
803;Повреждение остановочного павильона;Здравствуйте! Прошу провести покраску остановочных павильонов.Спасибо.
804;Незаконные объявления, надписи, изображения на павильоне;
805;Отсутствие или повреждение урн;Отсутствуют урны!
806;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует маршрутный указатель!
807;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Недостоверная информация на остановочном указателе. Маршруты 70 и 82 имеют номер т70 и т82.
808;Повреждение остановочных указателей маршрутов;Наличие вандальных надписей на остановочном указателе!
809;Отсутствие или повреждение урн;Отсутствуют урны.
810;Отсутствие или повреждение урн;На остановочном пункте отсутствуют урны!
811;Отсутствие или повреждение урн;На остановочном пункте отсутствуют урны.
812;Повреждение остановочного павильона;Несущие элементы остановочного павильона повреждены сквозной коррозией
