;Локальная тема;Описание
315;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Некорректная информация на остановочном указателе. Троллейбус 20 на данной остановке не останавливается.
316;Незаконные объявления, надписи, изображения на павильоне;
317;Повреждение остановочного павильона;"На остановке ""Больница"" на Клязьминской улице убрали павильон остановки. На эту остановку приходят много народа. Раньше там можно было укрыться от дождя и пожилым людям посидеть отдохнуть и подождать автобуса. Прошу поставить павильон на остановке ""Больница""."
318;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Недостоверная информация на остановочном указателе. Троллейбусы 20 и 70 на данной остановке не останавливаются.
319;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;На остановочном указателе отсутствует информация об автобусах т20 и т70.
320;Незаконные объявления, надписи, изображения на павильоне;
321;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Прошу восстановить недостающий маршрутный указатель. Спасибо.
322;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Поврежден указатель остановки
323;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Прошу восстановить недостающий маршрутный указатель. Спасибо
324;Неубранная остановка общественного транспорта;Очень грязно и мусор на остановке
325;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Некорректная информация на остановочном указателе. Троллейбусы 20 и 70 на данной остановке не останавливаются.
326;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Троллейбусы 20 и 70 на данной остановке не останавливаются.
327;Неубранная остановка общественного транспорта;
328;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;На остановочном указателе неправильно указаны два номера маршрута. Правильные номера - т20 и т70.
329;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Недостоверная информация на остановочном указателе. Троллейбусы 70 и 20 на данной остановке не останавливаются.
330;Повреждение остановочного павильона;
331;Неубранная остановка общественного транспорта;Прошу убрать мусор
332;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Некорректная информация на остановочном указателе. Троллейбусы 20 и 70 на данной остановке не останавливаются.
333;Повреждение остановочного павильона;Отсутствует павильон остановки общественного транспорта. Когда его установят?
334;Повреждение остановочных указателей маршрутов;
335;Повреждение остановочного павильона;Снова обращаемся ! Проблема с плохим содержанием остановок общественного транспорта в районе Раменки ЗАО Москвы не решается. Стекло разбито. Оно ломается, из-за неправильной установки !
336;Неубранная остановка общественного транспорта;Снова обращаемся ! Проблема с плохим содержанием остановок общественного транспорта в районе Раменки ЗАО Москвы не решается. Верхняя часть павильона годами не моется. Стекло грязное. Просим, наложить взыскание на безответственных работников !
337;Неубранная остановка общественного транспорта;Снова обращаемся ! Проблема с плохим содержанием остановок общественного транспорта в районе Раменки ЗАО Москвы не решается. Верхняя часть павильона годами не моется. Стекло грязное. Просим, наложить взыскание на безответственных работников !
338;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
339;Повреждение остановочного павильона;Снова обращаемся ! Проблема с плохим содержанием остановок общественного транспорта в районе Раменки ЗАО Москвы не решается. Стекло разбито. Оно ломается, из-за неправильной установки !
340;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
341;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует информационный указатель.
342;Повреждение остановочного павильона;Остановка Братеевская улица 21. На мосту в сторону Марьино. Разбито большое стекло. 
343;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
344;Незаконные объявления, надписи, изображения на павильоне;
345;Неубранная остановка общественного транспорта;
346;Отсутствие или повреждение урн;
347;Отсутствие или повреждение урн;Здравствуйте! Прошу произвести покраску существующей единственной и установку второй урны для мусора на остановке трамваев 11, 17, 25 «Останкино» (посадка)
348;Отсутствие или повреждение урн;
349;Отсутствие или повреждение урн;Здравствуйте! Прошу разместить урны для мусора на остановке трамваев 11, 17, 25 «Останкино» (посадки нет)
350;Повреждение остановочных указателей маршрутов;Здравствуйте! Прошу закрепить верхнюю часть остановочного указателя нового образца на остановке «станция МЦД Окружная» (в направлении движения в сторону гостиниц ВДНХ)
351;Повреждение остановочных указателей маршрутов;Указатель с номерами автобусных маршрутов поврежден надписями!
352;Незаконные объявления, надписи, изображения на павильоне;
353;Незаконные объявления, надписи, изображения на павильоне;
354;Незаконные объявления, надписи, изображения на павильоне;Вся остановка закидана окурками. Остановочный павильон имеет надписи граффити.
355;Отсутствие или повреждение урн;На остановке установили одну, новую мусорную урну, а другая так и осталась в полуразрушенном виде. Убедительная просьба, устранить проблему (починить (восстановить) или заменить на новую (как соседняя новая) мусорную урну)! 
356;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
357;Отсутствие или повреждение урн;На остановке отсутствует мусорная урна. Убедительная просьба, устранить проблему (установить мусорную урну)! 
358;Неубранная остановка общественного транспорта;Неубранная урна
359;Отсутствие или повреждение урн;После укладки нового асфальта не поставили урны для мусора. Такая же история на соседней остановке :-(
360;Отсутствие или повреждение урн;На остановке отсутствует мусорная урна. Убедительная просьба, устранить проблему (установить мусорную урну)! 
361;Повреждение остановочного павильона;Не работает освещение
362;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Неправильно указан номер маршрута 43. Правильный номер - т43.
363;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;На остановке отсутствует трафарет (остановочный указатель маршрутов) проходящего здесь маршрута 798 в сторону ВКНЦ. Убедительная просьба, устранить проблему (повесить трафарет с полным и актуальным расписанием 798 маршрута). Также, прожу заметить то, что перекладина на трафарете мешает прочтению информации (необходимо её убрать или подпилить).
364;Повреждение остановочных указателей маршрутов;
365;Повреждение остановочных указателей маршрутов;Добрый день. На остановке «Спартаковская площадь» стоит указатель на земле. 
366;Незаконные объявления, надписи, изображения на павильоне;На павильоне ожидания наземного городского пассажирского транспорта по-прежнему имеются вандальные надписи.
367;Неубранная остановка общественного транспорта;В дополнение к обращению №27719320 Местные дворники не удосужились полностью убрать остановку общественного транспорта, а убрали только там где было указано на фото. Просьба доделать работу до конца и убрать остановку общественного транспорта полностью.
368;Повреждение остановочных указателей маршрутов;"На остановке (остановочном павильоне) перекладина на трафарете (остановочном указателе маршрутов) мешает прочтению информации проходящего здесь маршрута 798 в сторону Станции метро ""Щукинская"". Убедительная просьба, устранить проблему (убрать или подпилить перекладину)!"
369;Отсутствие или повреждение урн;На остановочном пункте только 1 урна!
370;Отсутствие или повреждение урн;Отсутствуют урны!
371;Неубранная остановка общественного транспорта;Такое состояние остановки практически всегда - не убираются окурки и мусор, не подметается
372;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Не корректная информация на остановочном маршрутном указателе. Маршрут автобуса # 02 прекратил свою работу с 08.08.2020г.
373;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Добрый день. Очень плохо сделанное расписание. Не указан автобус 286К, люди путаются. Также не указано какой автобус куда идёт. До Павла Корчагина или до Яузы. Доведите расписание до ума. Бабушки на остановке ругаются (просили разместить данную жалобу). 
374;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;20 троллейбус на данной остановке не останавливается.
375;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Маршруты А и 3 не проезжают мимо данной остановки (другая трасса) + на верхнем указателе отсутствует информация о времени прибытия первого и последнего рейса (начало/окончание работы) для маршрутов 14, 26 и 47 (в соответствии с п. 2.2 постановления № 797-ПП «Об утверждении правил пользования наземным городским пассажирским транспортом в г. Москве»)
376;Неисправное электронное информационное табло/пилон;Табло не работает
377;Неисправное электронное информационное табло/пилон;
378;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
379;Повреждение остановочного павильона;Павильон полностью уничтожен
380;Повреждение остановочного павильона;Краска слезла, нужно покрасить, а то все на одежде остается
381;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
382;Повреждение остановочного павильона;
383;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
384;Неисправное электронное информационное табло/пилон;
385;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;На остановке указано неверное время работы и расписание 626 маршрута. Убедительная просьба, устранить проблему (обновить информацию)!
386;Незаконные объявления, надписи, изображения на павильоне;
387;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует указатель маршрутов новой модели
388;Незаконные объявления, надписи, изображения на павильоне;
389;Незаконные объявления, надписи, изображения на павильоне;
390;Незаконные объявления, надписи, изображения на павильоне;
391;Незаконные объявления, надписи, изображения на павильоне;
392;Повреждение остановочного павильона;Сломан замок от дверцы.
393;Незаконные объявления, надписи, изображения на павильоне;
394;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;332
395;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует остановочный указатель автобуса С23.
396;Незаконные объявления, надписи, изображения на павильоне;
397;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
398;Отсутствие или повреждение урн;
399;Отсутствие/некорректная информация о маршруте на электронном информационном табло;На маршрутном указателе написано, что трамвай № 50 следует до метро Новослободская (это же написано на маршрутных указателях трамваев), а на электронном табло «Нововоротниковский переулок». 
400;Неисправное электронное информационное табло/пилон;Неисправное табло
401;Незаконные объявления, надписи, изображения на павильоне;
402;Повреждение остановочного павильона;Погнуто крепление скамейки на остановке.
403;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
404;Незаконные объявления, надписи, изображения на павильоне;
405;Отсутствие или повреждение урн;
406;Повреждение остановочного павильона;Пластиковый навес истрескался и прохудился
407;Незаконные объявления, надписи, изображения на павильоне;
408;Незаконные объявления, надписи, изображения на павильоне;
409;Неисправное электронное информационное табло/пилон;Отсутствует информация об пребывающем автобусе.
410;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
411;Отсутствие или повреждение урн;
412;Неисправное электронное информационное табло/пилон;Табло не работает
413;Повреждение остановочного павильона;Нет света и не работают розетки
414;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Здравствуйте, на остановочном павильоне сломан маршрутный указатель
415;Повреждение остановочного павильона;
416;Отсутствие или повреждение урн;Вырвана урна 
417;Неубранная остановка общественного транспорта;Остановка трамвая поросла травой 
418;Неубранная остановка общественного транспорта;Требуется уборка на остановке общественного транспорта, спасибо
419;Повреждение остановочного павильона;Нет освещения на остановке 
420;Отсутствие или повреждение урн;Урны отсутствуют.
421;Незаконные объявления, надписи, изображения на павильоне;
422;Неубранная остановка общественного транспорта;Мусор с урн не убирают и не промываются урна, стоит запах.
423;Отсутствие или повреждение урн;Отсутствуют урны.
424;Повреждение остановочного павильона;Отсутствуют USB розетки.
425;Незаконные объявления, надписи, изображения на павильоне;
426;Незаконные объявления, надписи, изображения на павильоне;
427;Неисправное электронное информационное табло/пилон;Автобус прибыл на остановку, а информации об этом нет.
428;Незаконные объявления, надписи, изображения на павильоне;
429;Незаконные объявления, надписи, изображения на павильоне;
430;Незаконные объявления, надписи, изображения на павильоне;
431;Повреждение остановочного павильона;Выбиты стёкла у остановочного павильона
432;Незаконные объявления, надписи, изображения на павильоне;
433;Повреждение остановочного павильона;Повреждено сидение остановочного павильона, прошу починить в соответствие с паспортом остановки
434;Неисправное электронное информационное табло/пилон;"третий день не работает информационное табло на остановке ""Институт усовершенствования врачей"". прошу исправить"
435;Повреждение остановочных указателей маршрутов;нужно закрепить выпавшую табличку
436;Незаконные объявления, надписи, изображения на павильоне;
437;Повреждение остановочного павильона;Отсутствует павильон. Старый снесли 2 месяца назад, а новый так и не установили.
438;Незаконные объявления, надписи, изображения на павильоне;
439;Незаконные объявления, надписи, изображения на павильоне;
440;Повреждение остановочного павильона;Нет стекла
441;Отсутствие или повреждение урн;После смены асфальта на тротуаре пропала урна - необходимо ее установить
442;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;"Здравствуйте! Прошу разместить остановочный указатель м-та 575 на остановке «Завод КИМ» (в сторону 5 мкр Солнцева; Рябиновая ул.перед пересечением с Верейский ул.) (по данным сервиса Яндекс.карты маршрут имеет эту остановку)"
443;Незаконные объявления, надписи, изображения на павильоне;
444;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;3-й раз уже обращаюсь по данному поводу, отсутствует информация о маршруте автобуса «т7к»
445;Повреждение остановочного павильона;Разбито стекло.
446;Отсутствие или повреждение урн;
447;Повреждение остановочных указателей маршрутов;Наличие вандальных надписей на маршрутном указателе!
448;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
449;Повреждение остановочных указателей маршрутов;Поврежден маршрутный указатель!
450;Отсутствие или повреждение урн;
451;Неубранная остановка общественного транспорта;
452;Незаконные объявления, надписи, изображения на павильоне;
453;Неубранная остановка общественного транспорта;10.08.20 кто то сильно обосрал остановку, просто замели, что можно было убрать метлой, остановку не помыли и на асфальте остались следы, и источает вонь. 
454;Незаконные объявления, надписи, изображения на павильоне;
455;Повреждение остановочных указателей маршрутов;
456;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
457;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;"На остановке НГПТ ""Ул. Алымова"" (в сторону Краснобогатырской ул.) отсутствует информационный указатель маршрута автобуса N 265."
458;Повреждение остановочных указателей маршрутов;
459;Незаконные объявления, надписи, изображения на павильоне;
460;Незаконные объявления, надписи, изображения на павильоне;
461;Отсутствие или повреждение урн;Одна урна
462;Неубранная остановка общественного транспорта;
463;Неубранная остановка общественного транспорта;В одном метре от остановочного павильона лежат мелкие битые стёкла с окурками. Местные дворники убирают здесь очень редко. Просьба навести порядок и наказать виновных в безалаберном отношении к своей работе.
464;Повреждение остановочного павильона;Отсутствует стеклоблок
465;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;3-й раз уже обращаюсь по данному поводу, отсутствует информация о маршруте автобуса «т7к»
466;Повреждение остановочного павильона;И, когда же всё таки поставят новый остановочный павильон? Старый снесли в апреле 2019 г., а сейчас август 2020 г.
467;Повреждение остановочного павильона;"Здравствуйте! Получила ответ на обращение по поводу отсутствия остановки, после чего делаю вывод, что он только для ""галочки""! Остановку убрали ПОЧТИ ГОД НАЗАД, а ограничения ввели с апреля месяца. Так вот вопрос в том, зачем демонтировать и не ставить ничего в замен? Пожилые люди по 30 минут стоят и ждут своего транспорта( особенно автобус 787)!!!"
468;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует маршрутный указатель на остановке. Просьба восстановить на данной остановке указатель.
469;Незаконные объявления, надписи, изображения на павильоне;
470;Повреждение остановочного павильона;Отсутствует стекло
471;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствуют маршруты автобусов на остановке
472;Неубранная остановка общественного транспорта;Уже несколько дней в таком состоянии
473;Повреждение остановочного павильона;Добрый день! Протекают крыши на остановках.
474;Повреждение остановочного павильона;
475;Повреждение остановочного павильона;Добрый день! Протекает крыша на остановке.
476;Незаконные объявления, надписи, изображения на павильоне;
477;Незаконные объявления, надписи, изображения на павильоне;
478;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;3-й раз уже обращаюсь по данному поводу, отсутствует информация о маршруте автобуса «т7к»
479;Незаконные объявления, надписи, изображения на павильоне;
480;Незаконные объявления, надписи, изображения на павильоне;
481;Незаконные объявления, надписи, изображения на павильоне;
482;Незаконные объявления, надписи, изображения на павильоне;
483;Незаконные объявления, надписи, изображения на павильоне;
484;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Добрый день! На остановки Улица Брусилова, 21 на павильоне остановки отсутствует информация о автобусных маршрутах. Прошу привести остановку в порядок.
485;Повреждение остановочного павильона;Наверно ветром сдуло 
486;Повреждение остановочного павильона;павильон поврежден, прошу принять меры, спасибо
487;Повреждение остановочного павильона;
488;Незаконные объявления, надписи, изображения на павильоне;
489;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;отсутствует указатель.
490;Повреждение остановочного павильона;
491;Повреждение остановочного павильона;Добрый день! На остановки Улица Брусилова, 21 отсутствует подключение к сети для подзарядки гаджетов. прошу исправить
492;Неубранная остановка общественного транспорта;Грязные лавки на остановке.
493;Повреждение остановочного павильона;Сломана часть крыши.
494;Незаконные объявления, надписи, изображения на павильоне;
495;Повреждение остановочного павильона;Разбито стекло
496;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует остановочный указатель. Устраните нарушение.
497;Повреждение остановочных указателей маршрутов;
498;Повреждение остановочного павильона;Повреждение остановочного пввильона - разбито одно из стекол
499;Повреждение остановочного павильона;Разбито стекло со стороны Мосфильма
500;Незаконные объявления, надписи, изображения на павильоне;
501;Отсутствие или повреждение урн;Положено 2 урны! Нет ни одной.
502;Незаконные объявления, надписи, изображения на павильоне;
503;Повреждение остановочного павильона;Нет стёкол.
504;Повреждение остановочного павильона;
505;Незаконные объявления, надписи, изображения на павильоне;
506;Незаконные объявления, надписи, изображения на павильоне;
507;Незаконные объявления, надписи, изображения на павильоне;
508;Неубранная остановка общественного транспорта;Очень грязно на остановке. Лавки ожидания транспорта запачканы грязью в виде присохшей пыли, между досками лавок мусор. Асфальт тоже в мусоре и ещё в сладких пятнах. Просьба очистить лавки от мусора и пыли и помыть асфальт.
509;Незаконные объявления, надписи, изображения на павильоне;
510;Незаконные объявления, надписи, изображения на павильоне;
511;Отсутствие или повреждение урн;
512;Незаконные объявления, надписи, изображения на павильоне;
513;Повреждение остановочного павильона;Не работает освещение во второй половине остановочного павильона.
514;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Маршрут т22 , а написано 22
515;Неисправное электронное информационное табло/пилон;
516;Незаконные объявления, надписи, изображения на павильоне;
517;Повреждение остановочных указателей маршрутов;Поврежден указатель.
518;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;С одной стороны указателя на остановке метро Белорусская 3B отсутствует в верхнем правом углу номер остановки. С другой стороны указателя данная информация есть. Замените пожалуйста
519;Повреждение остановочных указателей маршрутов;Повреждён остановочный указатель маршрутов на остановке. Выпирает так, что вот - вот улетит. Просьба заменить данный маршрутный указатель на новый.
520;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Неправильная нумерация части маршрутов на остановочном указателе. Правильные номера - т43, т70 и т82.
521;Повреждение остановочного павильона;Не работает освещение, подсветка маршрутного указателя и (видимо) USB-зарядки. Подсветка рекламы при этом работает. 
522;Отсутствие или повреждение урн;Не имеется второй урны по нормативу.
523;Повреждение остановочного павильона;Спустя 2 месяца после сообщения №25863843 снова перестало работать освещение на остановке, а также подсветка указателя наверху и подсветка 4-х лайтбоксов. Исправьте пожалуйста
524;Незаконные объявления, надписи, изображения на павильоне;
525;Отсутствие или повреждение урн;Поставьте урну
526;Незаконные объявления, надписи, изображения на павильоне;
527;Неубранная остановка общественного транспорта;Мусор вокруг пустых урн. Урны вытряхнули, а выпавший из них мусор оставили валятся.
528;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;отсутсвует указатель с маршрутами на остановке
529;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
530;Повреждение остановочного павильона;Открытая створка. На ветру хлопает
531;Неубранная остановка общественного транспорта;Переполненные урны 
532;Незаконные объявления, надписи, изображения на павильоне;
533;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;отсутствие указателя маршрутов
534;Отсутствие или повреждение урн;
535;Повреждение остановочного павильона; Поврежден павильон остановки
536;Незаконные объявления, надписи, изображения на павильоне;
537;Отсутствие или повреждение урн;Повреждена урна
538;Повреждение остановочного павильона;"Уже более 2-х месяцев разбит лайтбокс на остановке ""Песчаная Площадь"". Его один раз обернули сигнальной лентой и не заменяют. Исправьте пожалуйста. Также прошу после замены подключить лайтбокс к электричеству"
539;Отсутствие или повреждение урн;Нет урны
540;Неубранная остановка общественного транспорта;Грязные лавочки на остановке
541;Отсутствие или повреждение урн;Сильно поврежденная мусорная урна.
542;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Здравствуйте! Прошу восстановить остановочный указатель м-тов 229, 850 на остановке «Крылатская ул. (в направлении движения в сторону метро Молодёжная) (по состоянию на дату обращения, поврежден один из хомутов-держателей рамки и частично вогнут поликарбонат с нанесённым указателем)
