;Локальная тема;Описание
299;Неубранная городская территория;
300;Неубранная городская территория;
301;Неубранная городская территория;Куски асфальта
302;Некачественное содержание улично-дорожных информационных указателей;Раскрашен информационный указатель около перехода к МЦК Верхние Котлы.
303;Разрушение/неправильная укладка тактильной плитки;
304;Неубранная городская территория;
305;Неубранная городская территория;
306;Неубранная городская территория;Мусор 
307;Неубранная городская территория;Было бы не плохо, если бы не только пилили деревья, но и убирали за собой мусор. Так же на парковочных местах лежит гора песка!
308;Неубранная городская территория;Порубленные остатки на газоне 
309;Неубранная городская территория;Мусор в парке
310;Неубранная городская территория;Произвели уборку - сбросили весь мусор под лестницей! Сразу данный факт не увидела.А дворники ещё и кучу высказываний сделали, что их попросили выполнить свою работу качественно, а не для фото!
311;Неубранная городская территория;Постоянно появляется новый мусор:(
312;Неубранная городская территория;Захламления территории двора многоквартирного дома, более 5-ти дней. 
313;Неубранная городская территория;После окончания проведения работ по установке шумоизоляционных экранов вдоль пруда остался строительный мусор, сломанные ветки, большие камни, куски арматуры.
314;Неубранная городская территория;Щебень на дороге
315;Неубранная городская территория;Здравствуйте. В парке около пруда между домами по адресу : Москва, просп.Вернадского, 92.к.1 и 94 к.1 очень много сломанных трухлявых деревьев. После последнего урагана 3 дерева упали. До сих пор никто не убрал. Есть деревья, которые уже наклонили ствол. Каждый раз ходишь и смотришь, чтобы на тебя ничего не упало. А в парке много лавочек и дорожек
316;Неубранная городская территория;
317;Неубранная городская территория;Каждую неделю шашлыки. Пень используют для установки стола, бревна-сиденья. Заявка повторная.
318;Неубранная городская территория;
319;Повреждение уличной лестницы;Здравствуйте, повреждена уличная лестница.
320;Неубранная городская территория;И такое по всему району...
321;Неубранная городская территория;
322;Некачественное содержание улично-дорожных информационных указателей;поврежденный указатель (кусок отломан)
323;Неубранная городская территория;Координаты: 55.695975, 37.913411 Мусор и песок на лестнице
324;Неубранная городская территория;
325;Неубранная городская территория;Вычистите углы! Мусор годами лежит!
326;Неубранная городская территория;Рабочие занимаются складированием скошенной травы в труднодоступных местах. Просьба разобраться в данной ситуации и наказать виновных.
327;Неубранная городская территория;
328;Повреждение уличной лестницы;
329;Неубранная городская территория;
330;Неубранная городская территория;
331;Захламление территории;Здравствуйте. На территории за зданием № 2 стр. 1 по Цветочному проезду в кустах имеется большое захламление мусором, деревянными отходами и прочим хламом. Большая просьба полностью расчистить место от захламления.
332;Захламление территории;На 2 парковочных местах выгружена асфальтобетонная крошка 
333;Неубранная городская территория;Не убраны спиленные деревья, свалка в навесе для мусорных контейнеров.
334;Захламление территории;Диван и кресал лежат давно, необходимо убрать
335;Захламление территории;Около жилых домов образовалась свалка. Прошу принять меры.
336;Некачественное содержание улично-дорожных информационных указателей;Отсутствуют таблички информационно- адресного укащатеоя на пересечении Цветочного проезда и Сходненской ул. со стороны д.17
337;Разрушение/неправильная укладка тактильной плитки;
338;Неубранная городская территория;Территория, прилегающая к забору дома 19к3 по Часовой улице и к административному зданию по адресу 2-й Балтийский переулок д.3 превращена в помойку и туалет. Просьба дать указание очистить территорию от мусора и испражнений «спортсменов», собирающихся каждые выходные на спортивной площадке, заварить забор для предотвращениях дальнейшего загрязнения
339;Захламление территории;Навалены ржавые металлические трубы трубы на участке городской территории в начале улицы Кубанской.
340;Повреждение уличной лестницы;
341;Захламление территории;Прошу устранить захламление (навал снятого асфальтового покрытия) на парковочной площадке к юго-западу от жилого дома #25А по улице Буракова.
342;Повреждение уличной лестницы;
343;Неубранная городская территория;
344;Захламление территории;Захламление территории
345;Неубранная городская территория;После проведенных работ по укладке асфальта в большом количестве на газоне и под деревьями остатки свежей асфальтной крошки
346;Неубранная городская территория;
347;Неубранная городская территория;Мусор вокруг беседки в парке напротив д3 Улофа пальме
348;Захламление территории;Захламлена территория пожарного проезда и пешеходной зоны возле нашего дома
349;Неубранная городская территория;На газон складируют забор, который не должен хранится на территории с зелеными насаждениями, прошу разобраться, спасибо
350;Захламление территории;Сотрудники Жилищника Войковский сложили строительный мусор и лежит так уже месяц.
351;Некачественное содержание улично-дорожных информационных указателей;
352;Неубранная городская территория;
353;Неубранная городская территория;хулиганские надписи на опоре освещения, прошу удалить надписи, спасибо
354;Неубранная городская территория;
355;Неубранная городская территория;Удалите вандальные надписи с серой конструкции.
356;Неубранная городская территория;
357;Неубранная городская территория;
358;Неубранная городская территория;
359;Неубранная городская территория;Газон завален мусором 
360;Неубранная городская территория;
361;Неубранная городская территория;
362;Неубранная городская территория;
363;Неубранная городская территория;
364;Неубранная городская территория;После прошлой жалобы на портал, 11 августа территорию ГОРОДА по Солдатскому переулку вдоль корпуса Роддома (госпитальная пл 2 корп 28) убрали, НО сегодня 17 августа - все опять в мусоре, который оставляю посетители роддома. Требую включить эту территорию (от ворот роддома и до конца переулка 100 метров) график РЕГУЛЯРНОЙ уборки городскими службами.
365;Некачественное содержание улично-дорожных информационных указателей;Просто диву даешься изучая информацию, размещенную на указателе. МОИ ДОКУМЕНТЫ района Чертаново Центральное с февраля 2020г. находятся в ТРЦ Колумбус (ул. Кировоградская, дом 13А), а балансосодержатель предлагает воспользоваться услугами Россошанский проезд, дом 4 Б, где этого центра НЕТ! Зачем дезинформировать жителей.
366;Неубранная городская территория;
367;Неубранная городская территория;Много мусора, раскиданного по газонам.
368;Неубранная городская территория;Здравствуйте! Валяется бытовой мусор.
369;Неубранная городская территория;"Разбита бутылка перед входом в отделение ""полиграфические услуги"""
370;Неубранная городская территория;Мусор на территории газона и парковки рядом с Рио, прошу принять меры, спасибо
371;Неубранная городская территория;На территории ПКиО Измайлово обнаружены навалы мусора в точках с координатами 55.763456, 37.763112 и 55.765542, 37.763363. Просьба убрать мусор. Ориентировка для обнаружения точек на скриншоте в приложении
372;Неубранная городская территория;Мусор 
373;Неубранная городская территория;Мусор 
374;Захламление территории;Добрый день! 20.07 в нашем дворе были работы, но на территории остались горы земли и камней. Просьба убрать территорию, а именно землю с парковочного места, около забора и на площадке перед домом. 
375;Захламление территории;Куча песка
376;Неубранная городская территория;Мусор 
377;Неубранная городская территория;Листва, мусор 
378;Неубранная городская территория;Мусор 
379;Неубранная городская территория;Мусор 
380;Неубранная городская территория;Мусор на обеих сторонах дороги
381;Неубранная городская территория;хулиганские надписи на опоре освещения, прошу удалить надписи, спасибо
382;Неубранная городская территория;
383;Неубранная городская территория;Небольшая стихийная свалка на тротуаре
384;Неубранная городская территория;
385;Захламление территории;
386;Неубранная городская территория;Мусор 
387;Неубранная городская территория;Ремонтники свалили старый асфальт
388;Неубранная городская территория;Мешок с мусором 
389;Захламление территории;"Рядом с выходом со станции МЦК ""Белокаменная"" в сторону Лосиного острова несанкционированная свалка строительного мусора. Необходимо убрать мусор и рекультивировать территорию."
390;Неубранная городская территория;На парковке валяется мусор
391;Неубранная городская территория;Снова мертвые птицы по всему двору
392;Неубранная городская территория;Мусор 
393;Неубранная городская территория;На участке дороги от Мосводоканала к домам Рублевского ш. д.151 к4,5,6 около поворота на Электроподстанцию на часть проезжей части незвестным самосвалом свалена куча глины, мешающая проезду разъезжающимся встречным а/м, а в сырую погоду расплывается через всю дорогу. Коммунальные штатные пылесосы, поливалки не способны убрать это. Прошу устранить.
394;Неубранная городская территория;Брошенный мешок с мусором на ул. Главная аллея
395;Неубранная городская территория;Мусор на газоне.
396;Неубранная городская территория;
397;Захламление территории;Мусор после ремонта дороги и стройки рядом 
398;Неубранная городская территория;Прошу прекратить коллекционирование хлама под окнами. Сделайте помещение около контейнеров с мусором, как везде, ддя хранения инисрументов для уборки территории.
399;Неубранная городская территория;Систематически не убирается территория парка недалеко от дома 31 по Днепропетровской улице. 
400;Неубранная городская территория;
401;Неубранная городская территория;Лежит несколько месяцев.
402;Неубранная городская территория;
403;Повреждение уличной лестницы;Повреждение уличной лестницы!требует ремонта. Травмоопасно!
404;Неубранная городская территория;
405;Разрушение/неправильная укладка тактильной плитки;Разрушение тактильной плитки
406;Захламление территории;
407;Захламление территории;Добрый день. Нельзя ли высыпать землю не на парковку, парковаться негде, еще и места занимают
408;Повреждение уличной лестницы;Ступень у лестницы проваливается. Необходимо усилить опорой и забетонировать 
409;Разрушение/неправильная укладка тактильной плитки;
410;Неубранная городская территория;Мусор на всей территории покрытия и по периметру покрытия
411;Захламление территории;Несколько дней на газоне лежит гора строительного мусора. Просьба убрать и обязать виновного произвести восстановление благоустройства.
412;Неубранная городская территория;На газоне валяется мусор
413;Захламление территории;
414;Неубранная городская территория;Под мостом оставлена помойка
415;Неубранная городская территория;Неубранный мусор возле лавочки на переходе
416;Неубранная городская территория;У МЦД Окружная постоянно валяется мусор, уборка производится крайне редко.
417;Неубранная городская территория;Здравствуйте. Просьба убрать мусор на детской площадке в районе улицы колпинская д 40_42. Уже неделю не убрано
418;Неубранная городская территория;Стекло испачкано несанкционированной надписью, примите меры
419;Захламление территории;Захламление мусором
420;Некачественное содержание улично-дорожных информационных указателей;Не горит подсветка
421;Захламление территории;Какие-то брошенные бетонные блоки
422;Неубранная городская территория;"Шашлычники разобрали на ""мангалы"" плитку у скамеек"
423;Разрушение/неправильная укладка тактильной плитки;
424;Неубранная городская территория;Много накиданного мусора вдоль дороги.
425;Разрушение/неправильная укладка тактильной плитки;разрушение плитки!55.7619167 37.7045750
426;Разрушение/неправильная укладка тактильной плитки;Согласно Федеральному закону от 27 декабря 2002 г. N 184-ФЗ и ГОСТ Р 52875-2007.Тактильная плитка должна отличаться по цвету и структуре от прилегающего покрытия. (Желтый цвет). Примите меры к устранению нарушения!55.7619667 37.7046083
427;Повреждение уличной лестницы;Все лестничные спуски к парковочным карманам вдоль д.16к1 перекошены или имеют разную высоту проступей, из-за чего пользоваться ими затруднительно.
428;Повреждение уличной лестницы;Травмоопасная лестница!55.7660944 37.6994639
429;Захламление территории;Останки древних бетонных конструкций, не имеющих практического применения, забыты на газоне у стадиона
430;Неубранная городская территория;У стены мусор
431;Разрушение/неправильная укладка тактильной плитки;повреждение плитки!55.7622722 37.7049667
432;Захламление территории;В траву ссыпают строительный мусор.
433;Неубранная городская территория;Прям напротив входа в школу ,мусор ,бычки от сигарет и иной мусор 
434;Захламление территории;Двор в мусоре
435;Неубранная городская территория;Рисунки на мраморе
436;Неубранная городская территория;Складывается такое впечаление что руководители жилищника в районе Покровское Стрешнево не в состоянии руководить дворниками. Опять территория возле дома захламлена, мусор в тележке дворника стоит прям на вытоптанном ими газоне и полисаднике. Если ситуация повторится будет обращение к мэру города со всеми прилагаемыми документами, ответами и фото.
437;Неубранная городская территория;Дворники в кустах устроили склад металлолома. На фото один из них
438;Неубранная городская территория;Свалка мусора на берегу верхнего головинского пруда, со стороны улицы Нарвской. 
439;Захламление территории;около 4 подъезда ул Медиков д 11 житель первого этажа захламил территорию бетонными блоками и деревянными конструкциями
440;Захламление территории;Что за бетонные блоки захламляют территорию ? Надо убрать. 
441;Неубранная городская территория;
442;Неубранная городская территория;Во дворе дома все лето лежат ветки, мешают детям играть на их детской площадке.
443;Неубранная городская территория;Геолокация работает не правильно.   ????Территория Братиславский парк???? УВАЖАЕМЫЕ коллеги, поставили две урны. Здесь всегда много МУСАРА. Здесь каждые выходные отдыхают люди.  Давайте жить в честите.  Благодарю за поздравления ??
444;Неубранная городская территория; УВАЖАЕМЫЕ коллеги, поставили две урны. Здесь всегда много МУСАРА. Здесь каждые выходные отдыхают люди.  Давайте жить в честите.  Благодарю
445;Повреждение уличной лестницы;
446;Неубранная городская территория;Пепелище и следы от костра прямо на парковой дорожке. Примите меры по устранению последствий и предупреждению подобных ситуаций. Спасибо.
447;Неубранная городская территория;Жесть
448;Неубранная городская территория;
449;Неубранная городская территория;
450;Неубранная городская территория;Добрый день! Просим убрать бытовой мусор вдоль пешеходной дорожки от остановки Заболотье до ЖК Северный.
451;Неубранная городская территория;Добрый день! Просим убрать от бытового мусора пешеходную тропинку при въезде в ЖК Северный.
452;Захламление территории;"Убрать сгруженный грунт на входе в Ландшафтный заказник ""Тропаревский"" Восстановление покрытия перед металлической лестницей входа в заказник за домом 46 к.3 по ул. Академика Анохина. "
453;Захламление территории;У нас во дворе открылась свалка строительного мусора? Ай ай ай гбу жилищник, необходимо убрать. Не дай бог кто нибудь зацепит, и покатится это все на людей.
454;Неубранная городская территория;Убрать.
455;Неубранная городская территория;
456;Неубранная городская территория;Для чего они нужны
457;Некачественное содержание улично-дорожных информационных указателей;
458;Захламление территории;Стихийная свалка на парковке
459;Некачественное содержание улично-дорожных информационных указателей;
460;Неубранная городская территория;
461;Неубранная городская территория;Граффити
462;Незаконное проживание мигрантов в домах и зданиях, предназначенных под снос;В здании бывшего садика рядом со двором дома 7 корпус 1 по Бульвар Яна Райниса проживают всё лето граждане. Пьют алкоголь, шумят, с каждой неделей их становится всё больше. Прошу проверить.
463;Повреждение уличной лестницы;Как же тут людям ходить и ноги не сломать, травмоопасно же
464;Неубранная городская территория;Переполнен мусорный контейнер
465;Неубранная городская территория;На озелененной территории хранится спил.
466;Захламление территории;Здравствуйте, На Полярной улице, вл. 18, у нас под окнами, выросла огромная куча строительного мусора, машина за машиной постоянно выгружает мусор, летит белая пыль, огромная просьба, уберите это пожалуйста как можно скорее.
467;Неубранная городская территория;Здравствуйте. Захламлена территория у озера
468;Захламление территории;
469;Неубранная городская территория;
470;Неубранная городская территория;Захламление отходами жизнедеятельности находящегося рядом конного клуба.
471;Неубранная городская территория;
472;Неубранная городская территория;
473;Захламление территории;Под окнами жилых домов свалка мусора. Пожалуйста, уберите мусор. Спасибо
474;Захламление территории;Прошу убрать с газонов и вывезти кирпич, оставшийся после реконструкции мусорной площадки. Спасибо!
475;Неубранная городская территория;
476;Неубранная городская территория;
477;Неубранная городская территория;Удалите с конструкции вандальные надписи.
478;Неубранная городская территория;
479;Неубранная городская территория;Мусор на газоне
480;Неубранная городская территория;Лескова, 5 - магазином ОВОЩИ,ФРУКТЫ постоянно захламляется территория вблизи магазина
481;Неубранная городская территория;Предметы хозяйственной деятельности.
482;Неубранная городская территория;"Добрый вечер! Прошу разобраться с данной ситуацией. На данной территории располагался магазин ""Магнит"", но он съехал, а помойка осталась и теперь за ней никто не следит, не убирает."
483;Захламление территории;Захламление мусором (металлический ящик)
484;Неубранная городская территория;
485;Неубранная городская территория;
486;Некачественное содержание улично-дорожных информационных указателей;Не в очень хорошем состоянии информационный указатель, мигает, потёрся, покосился, информация не читаема, да и эстетически выглядит ужасно, нельзя ли его отремонтировать и поновить карту?
487;Разрушение/неправильная укладка тактильной плитки;
488;Некачественное содержание улично-дорожных информационных указателей;Обломаны указатели.
489;Захламление территории;У парковки ашана
490;Неубранная городская территория;На опоре освещения необходимо убрать несанкционированное объявление, спасибо
491;Захламление территории;Территория захламлена мусором и строительными материалами
492;Неубранная городская территория;Городская территория должна ежедневно убираться от мусора и грязи.
493;Захламление территории;Лескова, 5 - давно уже брошены ограждения и шланги. Никаких работ не ведется.
494;Неубранная городская территория;
495;Неубранная городская территория;После дорожных работ ремонтная служба не убрала за собой.
496;Неубранная городская территория;Горы мусора, снова никто не убирает эту территорию. Прошу ОАТИ взять под контроль этот участок.
497;Захламление территории;Захламление территории. Уже почти год брошено неисправное холодильное оборудование. Просьба очистить земельный участок, непосредственно прилегающий к жилому дому и станции метро, от брошенного хлама ( неисправного оборудования), возле которого могут справлять свои естественные нужды несознательные граждане. Данный участок выделен под другие цели.
498;Неубранная городская территория;
499;Неубранная городская территория;Около сухого дерева уже давно валяются старые срубленные части дерева 
500;Захламление территории;Перед домом устроили свалку щебня, песка, поломанной плитки, битового стекла и тд. Необходимо вывезти весь данный мусор, материалы в кратчайшие сроки!
501;Неубранная городская территория;
502;Неубранная городская территория;На газоне вдоль дорожки постоянно разбросан мусор. Ощущение, что никто на постоянной основе не убирается!
503;Повреждение уличной лестницы;
504;Неубранная городская территория;Не убираются своевременно ограждения.
505;Некачественное содержание улично-дорожных информационных указателей;Затёртый, кривой, и ржавый указатель!
506;Захламление территории;Площадка с непонятным мусором. Прошу разобраться с проблемой.
507;Неубранная городская территория;
508;Неубранная городская территория;
509;Неубранная городская территория;"Мусор все в бутылках;"
510;Неубранная городская территория;
511;Неубранная городская территория;
512;Неубранная городская территория;Уберите территорию от мусора и грязи!
513;Неубранная городская территория;В палисаднике несколько дней не ведётся уборка территории. Мусор валяется, урны переполнены.
514;Неубранная городская территория;Все в мусоре !!! Как не стыдно
515;Неубранная городская территория;Что за шалаш , все в мусоре ,
516;Захламление территории;
517;Неубранная городская территория;Для чего они тут валяются
518;Неубранная городская территория;Нам пришел ответ что все убрано , но все как было так и есть !! Не стыдно ?
519;Неубранная городская территория;
520;Неубранная городская территория;
521;Неубранная городская территория;На школьной территории 264 Олонецкая улица 13 у мусорных контейнеров навал веток деревьев и мусорных пакетов просьба их убрать 
522;Неубранная городская территория;
523;Захламление территории;
524;Неубранная городская территория;По адресу Березовая аллея д9 у восьмого подъезда с задней стороны отделения Почты есть подвальное помещения котора завалена коробками Подобное обращения уже было от21.06.20г прошу обратить внимание Управы Отрадное и взять под контроль ГБУ Жилищник что складирования макулатуры с целью её сдачи не подходящее место с целью противопожарной безопасности
525;Некачественное содержание улично-дорожных информационных указателей;
526;Неубранная городская территория;
527;Некачественное содержание улично-дорожных информационных указателей;
528;Неубранная городская территория;"Добрый день! На крыльце запасного входа клуба ""Спарта""по данному адресу постоянно собираются пьющие компании. После они разбрасывают банки, бутылки на газонах,захламляя их. Сотрудники клуба совершенно не обращают внимания на то, что происходит на крыльце их клуба."
529;Неубранная городская территория;урна переполнена, прошу обратить внимание, спасибо
530;Неубранная городская территория;куски асфальта своевременно не убраны, прошу обратить внимание, спасибо
531;Неубранная городская территория;Не убирали!!!!
532;Захламление территории;Прошу убрать демонтированный бетонный столб, который в настоящее время является предметом захламления территории.
533;Неубранная городская территория;Неубранный мусор возле реки Лихоборки
534;Неубранная городская территория;Склад досок, строительные и ремонтные работы не ведутся
535;Разрушение/неправильная укладка тактильной плитки;Отсутствует сегмент тактильной плитки.
536;Неубранная городская территория;Строительный мусор во дворе дома.
537;Неубранная городская территория;
538;Неубранная городская территория;Ямы вырыты, дети вокруг бегают. Месяц их не убирают.
539;Неубранная городская территория;Хватит складировать земляные кучи! Просьба устранить данное нарушение
540;Неубранная городская территория;Проход от шоссе Энтузиастов к платформе Москва-Товарная всегда очень грязный и захламлённый. Постоянная вонь экскрементами. Прошу убраться на данной пешеходной дороге и в дальнейшем поддерживать чистоту! Мне и другим жителям города будет приятно ходить здесь, а сейчас прохожу эту дорожку на выдохе и быстрым темпом.
541;Неубранная городская территория;Попили и все бросили
542;Повреждение уличной лестницы;
543;Неубранная городская территория;
544;Неубранная городская территория;В парке вся земля усеяна окурками, бутылками, упаковками и мусором. На детских и спортивных площадках помойки. 
545;Неубранная городская территория;Мусор скапливается вокруг урн, не убирается вовремя
546;Неубранная городская территория;
547;Неубранная городская территория;
548;Неубранная городская территория;Постоянное захломление. Постоянно грязно! Неоднократно указывали на захломление. Просим разобраться.
549;Неубранная городская территория;Посторонние предметы на газоне.
550;Неубранная городская территория;На берегу реки Яузы в Лосиноостровском районе СВАО к северу от Широковского моста регулярно в нарушение закона проводятся пикники на траве, после которых остаётся бытовой мусор и пищевые отходы. Прошу принять меры по уборке территории и патрулированию данного участка.
551;Неубранная городская территория;Валяется запертый сейф. При наличии в нем ценностей требую поделиться со мной.
552;Неубранная городская территория;Захломление территории. Нарушение пожарной безопасности.
553;Некачественное содержание улично-дорожных информационных указателей;Не работает подсветка стелы 7284 с двух сторон. Стелла находится возле дома 2Ас6 по Варшавскому шоссе. Исправьте пожалуйста.
554;Неубранная городская территория;Грязь, мусор, пустые бутылки, битое стекло. Примите меры. Наведите порядок
555;Неубранная городская территория;Упавшая часть дерева мешает проходу пешеходов. Наведите порядок. Уберите сломанные ветви дерева/
