;Локальная тема;Описание
727;Неубранная городская территория;
728;Неубранная городская территория;Несанкционированное объявление на столбе, прошу принято меры, спасибо
729;Некачественное содержание улично-дорожных информационных указателей;Указатель нечитаем из-за зеленых насаждений.
730;Неубранная городская территория;У дома 26 по улице Таллинская, со стороны дороги всегда грязно, контейнеры для мусора переполнены, в проходах загажено. 
731;Неубранная городская территория;Сухие деревья, одно уже рухнуло, пока без жертв
732;Повреждение уличной лестницы;Повреждена лестница. рассыпались ступени.
733;Неубранная городская территория;Бетонные плиты на газоне!
734;Разрушение/неправильная укладка тактильной плитки;Разрушен элемент тактильной плитки. Нужно заменить.
735;Неубранная городская территория;Огромное количество мусора на дорожке к Ореховому проезду
736;Неубранная городская территория;Территория не убирается очень давно. Здание не обслуживается , но это не значит, что там должен скапливаться мусор. Спасибо
737;Захламление территории;Парковка у дома 5 корп. 2 ул. Уссурийская вся завалена строительным мусором (грунтом), который не убирают. Следует отметить, что ответственность за состояние территорий в районе Гольяново с 2013 г. лежит на организации ГБУ «Жилищник района Гольяново», а контроль за деятельностью этой организации должна осуществлять управа района Гольяново
738;Неубранная городская территория;Ведутся ремонтные работы, строительный мусор складируется на газоне, вокруг дома. Не вывозится несколько недель. Нарушение!
739;Разрушение/неправильная укладка тактильной плитки;Укладка тактильной плитки на тротуаре с одной из сторон у выезда с парковки около метро Рижская не соответствует Техническими требованиями к тактильным наземным указателям для инвалидов по зрению и ГОСТ Р 52875-2018 Указатели тактильные наземные для инвалидов по зрению. Технические требования. С одной стороны соответствует, с другой — нет. 
740;Неубранная городская территория;Удалите вандальные надписи.
741;Неубранная городская территория;
742;Разрушение/неправильная укладка тактильной плитки;
743;Захламление территории;Требуется убрать хлам и строительный мусор
744;Неубранная городская территория;
745;Неубранная городская территория;Подъезд 4, диван лежит 4 дня!
746;Неубранная городская территория;
747;Неубранная городская территория;Здравствуйте. Территория за домом по Островитянова 39 находится в небрежном состоянии. Прошу, пожалуйста, проведите уборку. Благодарю за ваш труд!
748;Разрушение/неправильная укладка тактильной плитки;
749;Разрушение/неправильная укладка тактильной плитки;Повреждение тактилной плитки!55.7547333 37.7067083
750;Неубранная городская территория;Здравствуйте! Очень долго уже лежит мусор, дворник почему то не убирает. Прошу убрать.
751;Неубранная городская территория;Неубранный мусор
752;Некачественное содержание улично-дорожных информационных указателей;Повреждён нижний конус ГУ.
753;Некачественное содержание улично-дорожных информационных указателей;Отсутствует нижний конус ГУ.
754;Неубранная городская территория;Местная ОДС устроила склад стёкол в 10 метрах от детской площадки.
755;Захламление территории;Бесхозные бетонные плиты. Просьба произвести демонтаж.
756;Неубранная городская территория;Обращение поторопились закрыть об уборке лестницы, прилагаю его скрин. Сейчас на лестнице мусор и горы травы, которую днем скосили, а убрать забыли, так и лежит на лестнице и вокруг нее. Прошу привести в соответствие территорию. Спасибо.
757;Неубранная городская территория;
758;Неубранная городская территория;На газоне валяются бетонные конструкции. Место - рядом с перекрестком Осташковской улицы и улицы Летчика Бабушкина.
759;Некачественное содержание улично-дорожных информационных указателей;Сломан улично-дорожный информационный указатель. ул. Мясницкая, в районе дома №35
760;Неубранная городская территория;
761;Захламление территории;
762;Неубранная городская территория;Территория видимо давно не убирается. Зарастает мусором и травой....
763;Захламление территории;Захламлённая территория. Прошу устранить нарушения 
764;Неубранная городская территория;Большое количество мусора на газонах в районе пересечения Новоалексеевской улицы с проспектом Мира.
765;Неубранная городская территория;Уже неделю лежит куча на газоне
766;Неубранная городская территория;Куча мусора 
767;Неубранная городская территория;"Просим обратить внимание на то, что уже две недели на углу дома (16 подъезд) лежат мешки с мусором или с какими-то другими веществами, которые источают зловонный запах... Никто не знает, что в этих мешках. ЖСК ""Виктория"" и ГБУ Жилищник (под их управлением находится дом) от решения данной проблемы отказываются и хамски общаются. Просьба принять меры"
768;Неубранная городская территория;
769;Неубранная городская территория;Захламление территории силами ГБУ Жилищник Таганского района г. Москвы.
770;Неубранная городская территория;
771;Разрушение/неправильная укладка тактильной плитки;
772;Некачественное содержание улично-дорожных информационных указателей;
773;Повреждение уличной лестницы;Металлические поручни лестницы требуют зачистки и качественной окраски, асфальтовое покрытие на пандусе для колясок и на ступенях требует ремонта, усиливающие торцы ступеней металлические полосы местами прогнили и так же требуют замены. Вывод: Лестнице необходим текущий ремонт.
774;Захламление территории;Бетонные блоки под мостом.
775;Неубранная городская территория;Труп птицы на зелёной лужайке
776;Неубранная городская территория;
777;Разрушение/неправильная укладка тактильной плитки;
778;Неубранная городская территория;Упавшее дерево на прогулочную дорогу
779;Неубранная городская территория;Позади дома не убраны срезанные ветки деревьев
780;Неубранная городская территория;
781;Неубранная городская территория;
782;Захламление территории;
783;Неубранная городская территория;Мусор разбросан повсюду
784;Неубранная городская территория;Здравствуйте. По адресу Кольская ул. 4 захламление территории. Просьба провести уборку территории.
785;Неубранная городская территория;
786;Неубранная городская территория;
787;Неубранная городская территория;при входе в лесопарковую зону постоянно кучи мусора. ПРошу регулярно следить за уборкой 
788;Неубранная городская территория;
789;Захламление территории;
790;Неубранная городская территория;Уже давно лежит. Листва пожухла. Спиливали зеленую.
791;Неубранная городская территория;Неубранная городская территория 
792;Неубранная городская территория;На тротуаре больше недели лежит дорожный мусор (куски асфальта). Никто не убирает.
793;Неубранная городская территория;
794;Неубранная городская территория;Здравствуйте! Во дворе остатки спиленного дерева.
795;Неубранная городская территория;Три недели назад спилили деревья, до сих пор не убрали.
796;Неубранная городская территория;Вдоль детских садов на газоне грязь и мусор 
797;Захламление территории;Для чего они валяются
798;Повреждение уличной лестницы;
799;Неубранная городская территория;Грязь и мусор 
800;Неубранная городская территория;Грязь и мусор во всем дворе. Чем занят дворник?
801;Неубранная городская территория;Подвальный спуск завален мусором. 
802;Неубранная городская территория;
803;Неубранная городская территория;
804;Неубранная городская территория;"14 км. МКАД. Пешеходный тротуар между надземными переходами от ТЦ Садовод до остановки общественного транспорта "" Белая дача"". Пешеходный тротуар и газоны вдоль прилегающего Кузьминского лесопарка убираются от бытового мусора нерегулярно, кроме того, бытовой мусор с тротуара из-за несвоевременной уборки попадает за ограду Кузьминского лесопарка."
805;Захламление территории;Куча из мусора 
806;Захламление территории;Невывезенный мусор возле дома 33а корп.4, ветром разносит по всей улице
807;Неубранная городская территория;Мусор, листва
808;Неубранная городская территория;Мусор 
809;Неубранная городская территория;Мусор 
810;Неубранная городская территория;Производственному хламу не место здесь.
811;Неубранная городская территория;Много неубранного мусора.
812;Неубранная городская территория;Мусор на газоне 
813;Некачественное содержание улично-дорожных информационных указателей;На указателе присутствует повреждение! Просьба провести его ремонт!!!!!
814;Неубранная городская территория;Брошенный мешок с мусором 
815;Захламление территории;Захламление территории:камни, колёса, мусор 
816;Неубранная городская территория;Добрый день! По данному адресу проходят работы по ремонту фасада. Рабочие оставляют после себя кучи мусора, который висит даже на деревьях перед окнами. Просьба решить проблему. Фото прилагаю.
817;Неубранная городская территория;Мешки с мусором 
818;Неубранная городская территория;Тротуар по улице Заводской по направлению от МФЮА к станции Крюково никто не убирает уже примерно месяц.
819;Неубранная городская территория;Брошенные мешки с мусором 
820;Неубранная городская территория;крупногабаритный мусор у дома и щебень, требуется уборка мусора и прометание территории 
821;Неубранная городская территория;Ну это уже протсто откровенное безобразие, такой мусор везде. Даже деревья спиленные валяются. Мусор явно не вывозился с парка давно, просто распределяют кучами по всем газонам! По словам дворников, так веоело начальство!
822;Неубранная городская территория;
823;Неубранная городская территория;
824;Захламление территории;Парковка у дома 5 корп. 2 ул. Уссурийская вся завалена строительным мусором (грунтом), который не убирают. Следует отметить, что ответственность за состояние территорий в районе Гольяново с 2013 г. лежит на организации ГБУ «Жилищник района Гольяново», а контроль за деятельностью этой организации должна осуществлять управа района Гольяново
825;Неубранная городская территория;Строители бросают строительные материалы на газоне. 
826;Неубранная городская территория;За павильоном ладушки и кофейной палаткой вся земля в окурках, огрызках кукурузы, салфетках и прочем мусоре. Здесь гуляют дети, необходимо все убрать!
827;Неубранная городская территория;Здравствуйте, на внутридворовой парковке находится строительный мусор. В связи с этим прошу привести парковку в удовлетворительное техническое состояние
828;Неубранная городская территория;
829;Некачественное содержание улично-дорожных информационных указателей;Несанкционированные надписи удалите
830;Неубранная городская территория;Мусор 
831;Неубранная городская территория;Снова мусор на территории
832;Неубранная городская территория;У второго подъезда второй день стоит выброшенный шкаф-пенал. Я думаю из квартиры 29. Нужно отвезти на помойку. Мешает проходу, неприятный вид.
833;Повреждение уличной лестницы;Травмоопасная лестница!Выступает бордюрный камень над полотном асфальта!Отсутствует часть бордюра!Примите меры к устранению нарушения!
834;Неубранная городская территория;хлам
835;Разрушение/неправильная укладка тактильной плитки;Разрушение тактильной плитки! 55.7557917 37.7158667
836;Неубранная городская территория;
837;Неубранная городская территория;
838;Неубранная городская территория;Почему вы эти заглушки на место не кладёте , если и достали для дела ! Там трава расти должна . Вы ее угробили . 
839;Неубранная городская территория;Просьба освободить парковочное место 
840;Разрушение/неправильная укладка тактильной плитки;разрушение тактильной плитки на тротуаре между домами по Святоозерской 3 и 5 около дороги
841;Захламление территории;Просьба произвести демонтаж бесхозной бетонной плиты.
842;Некачественное содержание улично-дорожных информационных указателей;
843;Неубранная городская территория;Захламление территории
844;Неубранная городская территория; 
845;Разрушение/неправильная укладка тактильной плитки;
846;Захламление территории;Захламление территории строительным мусором. Координаты 55.737368, 37.596340
847;Неубранная городская территория;Добрый день. Около 4 и 5 подъездов по адресу ул. Дунаевского д. 8к1 после проведения ремонтных работ остался сваленный в кучу строительный мусор и временные ограждения. Просьба убрать мусор и ограждения
848;Неубранная городская территория;
849;Захламление территории;Предметы хозяйственной деятельности, твердые производственные и бытовые отходы должны складироваться в специально предназначенных для этого местах.
850;Неубранная городская территория;захламление большой территории спилом деревьев
851;Неубранная городская территория;
852;Неубранная городская территория;Зона отдыха с лавочками, которая спускается к фонтану вся в грязи, мусоре, плевках и птичьих фекалиях.
853;Неубранная городская территория;Захламленная территория рядом с газовой котельной
854;Некачественное содержание улично-дорожных информационных указателей;Поврежденный навигационный указатель.
855;Некачественное содержание улично-дорожных информационных указателей;
856;Захламление территории;Лежат бесхозные трубы на газоне. Никаких ограждений и плакатов не обнаружено. Уберите пожалуйста
857;Неубранная городская территория;Корни выкорчевали неделю назад досих пор валяются.
858;Неубранная городская территория;Хулиганские рисунки, прошу привести в соответствие, спасибо.
859;Захламление территории;
860;Неубранная городская территория;Здравствуйте! Около торгового центра Рио всегда грязно.
861;Захламление территории;Уже неделю так. Подождем ещё годик?
862;Неубранная городская территория;На территории данного места вдоль Россошанского поезда раскиданы спиленные деревья на фото видно только часть территории. Это во первых выглядит некрасиво, а во вторых за них легко запнуться и упасть
863;Неубранная городская территория;
864;Некачественное содержание улично-дорожных информационных указателей;
865;Захламление территории;захламление мусором, блоками и т д
866;Неубранная городская территория;На вновь созданном спортивном объекте (каток + площадка воркаут) захламление территории
867;Неубранная городская территория;уничтожена часть газона - засыпан строительным мусором
868;Неубранная городская территория;Здравствуйте! В продолжение сообщения №23759043. Прошел почти год переписки, но 10 августа 2020 года грязно как и раньше: коробки и другой мусор. Когда Управа начнет думать об удобстве жителей и порядке на территории?
869;Неубранная городская территория;"Куча мусора рядом сход-причал ""симоновская набережная"""
870;Захламление территории;
871;Захламление территории;Добрый день. Обратите внимание на выгрузку старого снятого асфальтового покрытия на грунт. Считаю, что по сути это строительный мусор, который недопустимо сваливать на грунт вблизи жилых домов. адрес Ул.Вертолетчиков д.2, соседствующий с этим домом пустырь. Прошу сообщить о принятых мерах.
872;Неубранная городская территория;Неделю лежит куча старого асфальта
873;Неубранная городская территория;
874;Неубранная городская территория;у гаражей и забора детского садика оставили куски асфальта после ремонта участка дороги, прошу обратить внимание, спасибо
875;Захламление территории;
876;Разрушение/неправильная укладка тактильной плитки;
877;Захламление территории;
878;Разрушение/неправильная укладка тактильной плитки;
879;Неубранная городская территория;Двор убирается халатно, повсюду окурки и опавшая с деревьев труха. Дорожки во дворе не подметают. Неоднократно обращались с просьбой тщательнее убирать двор!!
880;Разрушение/неправильная укладка тактильной плитки;
881;Неубранная городская территория;
882;Разрушение/неправильная укладка тактильной плитки;
883;Неубранная городская территория;У подъезда 2 и рядом с мусорными баками в торце дома около подъезда 3 всегда переполнены урны. Никто их не опустошает. Необходимо назначить ответственных и чистить урны раз в сутки.
884;Неубранная городская территория;Вывален бытовой мусор на газон под деревья
885;Захламление территории;Добрый день! В указанном на карте районе обнаружена свалка строительного мусора. Фото прилагаю. Прошу навести порядок.
886;Неубранная городская территория;
887;Неубранная городская территория;За ворота стройки начали выбрасывать мусор -поврежденные бетонные блоки. Пусть уберут
888;Неубранная городская территория;В парковой зоне разбросан мусор и бутылки
889;Неубранная городская территория;При прохождении по грунтовой дорожке (показана на фото), которая ведет от остановке общественного транспорта к гипермаркетам ОБИ, Лента сильно бьет электрическим током через обувь вероятно от линии элктропередач. Линию необходимо заземлить или оградить от прохождения людей.
890;Неубранная городская территория;Постоянно мусор валяется
891;Неубранная городская территория;5ый день стоят бутылки от пива, валяются бычки. Как часто происходит уборка территории?
892;Неубранная городская территория;Здравствуйте, загажен Раменский бульвар на участке от Мосфильмовская до Мичуринский проспект. Работники мигранты из, очевидно, ГБУ Жилищник, там спят в кустах, устроили лежбища, помойки, урны не убираются, некоторые уже сломаны, также крайне неопрятная территория вокруг здания МЧС на проулке между Винницкой ул. и Мичуринский проспект.
893;Повреждение уличной лестницы;опасно торчат перила, они даже разной длины, сделайте безопасно для людей
894;Захламление территории;Добрый день! Прошу Вас посодействовать уборке территории у прилегающего здания. После вырубки деревьев, открывается такой вид из всех окон жилого дома по адресу 2-ой Сетуньский проезд д. 19, со стороны железной дороги. Заранее благодарим Вас от лица всего дома!
895;Неубранная городская территория;лучше убрать дерево, сломалось
896;Неубранная городская территория;парк в мусоре
897;Неубранная городская территория;лавочки не для надписей, лавочки должны быть чистыми
898;Захламление территории;
899;Неубранная городская территория;Мусор замели за лавки и оставили
900;Неубранная городская территория;Более месяца не очищаются урны на территории ИЦ Сколково 
901;Неубранная городская территория;весь парк в мусоре, грустное впечатление от прогулки, жалко лес и реку, будто никто не следит даже, в воду как мусорку свалили хлам, на склоны и мусором захламили такую большую природную территорию
902;Неубранная городская территория;некрасиво так рисовать, уберите пожалуйста
903;Неубранная городская территория;Прошу убрать мусор вдоль здания платформа Беговая и решить проблему вони от общественного туалета и курильщиков.
904;Захламление территории;
905;Неубранная городская территория;бросили на траву и не убирают, а надо убирать
906;Захламление территории;
907;Захламление территории;
908;Неубранная городская территория;лучше убрать
909;Неубранная городская территория;светофор не место для объявлений, будет хорошо, если объявление будет убрано со светофора
910;Неубранная городская территория;
911;Незаконное проживание мигрантов в домах и зданиях, предназначенных под снос;Никакого строительства, сноса или каких-то других действий на объекте не производиться уже много лет, но на территории явно постоянно находятся люди.
912;Неубранная городская территория;Мусор и срубленные ветки не убирают
913;Неубранная городская территория;Мусор не был убран, а перекинут на другую сторону тропы.
914;Неубранная городская территория;Не убраны спилиные ветки.
915;Неубранная городская территория;
916;Захламление территории;Свалка мусора у наземного перехода
917;Неубранная городская территория;Добрый день! Во дворе около первого подъезда лежит бесхозный комод. Просьба убрать.
918;Некачественное содержание улично-дорожных информационных указателей;Информационный указатель перевернут
919;Неубранная городская территория;
920;Неубранная городская территория;Устраните проблему.
921;Неубранная городская территория;Беспредел! Все в помоях!
922;Неубранная городская территория;
923;Захламление территории;
924;Неубранная городская территория;
925;Неубранная городская территория;"Вдоль дороги, ведущей к берегу реки по Набережной улице (рядом со зданием ГППЦ г. Москвы) лежат 4 огромные кучи опилок от спиленных деревьев уже всё лето. Они преют на солнце и источают гнилостно-кислый запах по всей улице. ГБУ ""Жилищник"" на жалобы граждан не реагирует и считает эти кучи полезными для окружающей среды. Просьба очистить территорию!"
926;Некачественное содержание улично-дорожных информационных указателей;
927;Захламление территории;"По данному адресу уже второй месяц лежит огромная куча спиленных веток, а с торца здания лежит куча опилок, которая преет и воняет на солнце. ГБУ ""Жилищник"" на обращения жителей не реагирует. Просьба срочно заняться уборкой территории. "
928;Неубранная городская территория;На зеленой территории возле тротуара уже 3 дня лежит гора из трупов домашних животных (предположительно, собак). Начали разлагаться, есть потенциальная эпидемиологическая угроза. Пожалуйста, примите меры.
929;Неубранная городская территория;Захламление территории парковки рядом с домами 28 и 26к2 (в тупике парковочного кармана). После дорожных работ остались крупные фрагменты асфальтового полотна и мелкий бой.
930;Неубранная городская территория;
931;Некачественное содержание улично-дорожных информационных указателей;Отсутствуют две информационных таблички.
932;Захламление территории;Требуется демонтировать оставленную жб плиту. Клюки/уши в плите есть, для переноса погрузчиком или автокраном
933;Неубранная городская территория;Щебень на дороге
934;Захламление территории;Неделю назад завезли и выгрузили КамАЗ песка. С тех пор куча занимает 2 парковочных места. Уберите пожалуйста
935;Разрушение/неправильная укладка тактильной плитки;Перекрёсток рядом с домом 66 по Ленинскому проспекту, на пешеходных переходах неправильно уложена тактильная плитка
936;Неубранная городская территория;Неубранный мусор возле водохранилища
937;Разрушение/неправильная укладка тактильной плитки;Перекрёсток рядом с домом 60/2 по Ленинскому проспекту, на пешеходных переходах неправильно уложена тактильная плитка
938;Неубранная городская территория;Добрый день. Обращаю Ваше внимание на свалку строительного мусора (фракция бетона с щебнем).
939;Неубранная городская территория;Захламление территории вдоль дороги мусором(бытовые и строительные отходы(металлолом)
940;Захламление территории;Прошу устранить захламление территории
941;Неубранная городская территория;Третий день не убираются срезанные ветки, загромоздившие весь тротуар
942;Неубранная городская территория;Требую очистить городскую территорию от свалки мусора в самом центре моего райна Кузьмнки - на площади Славы! См. Фотофиксацию. О
943;Неубранная городская территория;переполнена урна, даже мусор на газон выпал, прошу обратить внимание, спасибо
944;Неубранная городская территория;Бетонные блоки на газоне.
945;Неубранная городская территория;Бетонные блоки у тротуара.
946;Неубранная городская территория;Около детской площадки.
947;Неубранная городская территория;Постоянно грязная территория, включая окурки в вазонах и на газоне . Наведите порядок. 
948;Неубранная городская территория;
949;Неубранная городская территория;Упавшее на дорожку дерево лежит уже месяц (рядом с домом 44 по Академика Павлова)
950;Неубранная городская территория;Территория не убирается. Все завалено мусором.
951;Неубранная городская территория;После падения дерева вывезли только гнилую древисину. Остальные порубочные остатки брошены во дворе (с четверга, 06.08.2020)
952;Неубранная городская территория;Некачественное содержание площадки для выгула собак! Систематически не убирается мусор из урны!  Прошу рассматривать вместе с заявками 27497571, 27497753
953;Неубранная городская территория;Сделали работы по замене асфальта у 2 подъезда 4 дома и весь мусор оставили во дворе, лежит уже больше недели. Просьба убрать
954;Разрушение/неправильная укладка тактильной плитки;
955;Неубранная городская территория;Мусор по всему парку, переполненные мусорки.
956;Захламление территории;Захламлена остатками строительного мусора территория общественной парковки. 
957;Захламление территории;
958;Неубранная городская территория;
959;Неубранная городская территория;Телеграмма вандала с электронам адресом на заборе советского производства . Напишите ему , познакомьтесь с творчеством ! 
960;Захламление территории;Захламление мусором (ворота/контейнер)
961;Неубранная городская территория;Захламление парковки 
962;Неубранная городская территория;
963;Неубранная городская территория;Убрать всю аллею
964;Неубранная городская территория;Неубранная территория 
965;Неубранная городская территория;
966;Неубранная городская территория;
967;Неубранная городская территория;
968;Неубранная городская территория;
969;Неубранная городская территория;
970;Неубранная городская территория;Здравствуйте! Живем рядом с большой помойкой, которая именуется: место массового отдыха «Река Москва, левый берег» Балансодержатель: ГПБУ «Мосприрода» Уборка осуществлялась несколько лет назад, в настоящее время здесь регулярные «пикники», хотя мангалы давно убрали, огромное количество пьяных, горы мусора, которые растут не по дням, а по часам. 
971;Неубранная городская территория;Складирование строительных материалов и мусора под окнами.
